Település,Településtípus,Év,Belföldi oda- és elvándorlás különbsége ezer lakosra,Bűncselekmények száma ezer főre,Diplomások aránya (interpolált),Egy lakosra jutó SZJA adóalapot képező belföldi jövedelem (Ft),Gimnáziumi tanulók a nappali oktatásban ezer főre,Helyi önkormányzatok összes költségvetési bevétele (1000 Ft) egy főre,Iparűzési adó egy főre (1000 ft),Közüzemi ivóvízvezeték-hálózatba bekapcsolt lakások aránya (százalék),Lakások átlagos négyzetméterára,Alapszolgáltatásokon felüli kiadások egy főre (1000 Ft),Állami támogatások egy főre (pályázatok),"Az év folyamán épített lakás, 1000 lakásra (db)",Egy házi- és házi gyermekorvosra jutó lakos (fő),Élelmiszer és élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),Eltartottsági ráta,"Felsőfokú intézmények nappali tagozatos hallgatói (képzés helye szerint), 1000 lakosra (fő)",Gyógyszertárak tízezer főre,"Játszóterek, tornapályák, pihenőhelyek ezer főre",Közcsatornahálózatba bekapcsolt lakások aránya (százalék),Kulturális rendezvényeken részt vevők száma egy főre,Legközelebbi legalább 50 ezer fős város elérési ideje közúton a legrövidebb úton (perc),Nem élelmiszer jellegű belkereskedelmi egységek száma tízezer főre (db),"Nyilvántartott álláskereső, 100 15-64 évesre (fő)",Önkormányzati járdák kiépítettsége (százalék),Önkormányzati utak kiépítettsége (százalék),"SZJA adófizető, 100 lakosra (fő)",Vendégéjszakák száma a kereskedelmi szálláshelyeken száz főre (db),Vendéglátóhelyek száma tízezer főre (db),25 év alatti nyilvántartott álláskeresők aránya (százalék),"Alkotó művelődési közösségek tagjai, 100 lakosra (fő)",Bevásárlóközpontok (városok) (igen-nem),Házi segítségnyújtásban részesülők ezer főre,Helyközi autóbusz-megálló léte (igen-nem),Internet-előfizetések száma ezer főre,Jelzőrendszeres házi segítségnyújtásban részesülők tízezer főre,Kormányablak léte (igen-nem),Közüzemi szennyvízgyűjtő-hálózatban (közcsatornában) tisztítottan elvezetett szennyvíz aránya (százalék),Lakosságtól szelektíven elszállított települési hulladék aránya (százalék),Lakott területen történt összes közúti közlekedési baleset ezer főre (eset),Mozi léte (igen-nem),"Múzeumi látogatók, 100 lakosra (fő)","Működő kórházi ágy, 1000 lakosra (db)",Önkormányzat által kiutalt lakások ezer főre (db),Postai szolgáltatóhelyek tízezer lakosra,"Rendőrkapitányság, határrendészeti kirendeltség, rendőrőrs, körzeti megbízott székhely léte (igen-nem)","Rendszeres művelődési formákban résztvevők, 100 lakosra (fő)",Szállított utasok a helyi tömegközlekedésben (városok) (1000 fő),"Személygépkocsi, 1000 lakosra (db)",Színház léte (igen-nem),Színházak látogatói (fő),"Természetes szaporodás, fogyás (ezrelék)",Utaskilométer a helyi tömegközlekedésben (városok) (1000 km),Vasútállomás léte (igen-nem),Indexpontszám,Rangsor
Nagyhódos,Kistelepülés,2022,"-43,3",0,"20,3","1692669,4",0,"546,6",0,"83,3",0,"45,4","613554,3",0,,0,"66,2",0,0,0,50,"3,6",106,0,3,100,"37,4","53,7","1081,4",0,25,11,1,"110,2",100,"33,9",678,1,100,"7,98",0,1,0,0,0,0,1,"67,5",0,"508,5",1,0,-26,0,1,"9,1",1494
Maglóca,Kistelepülés,2022,"-48,2",0,"9,4","1019433,9",0,"286,5",0,100,0,"385,6",0,0,,0,"64,8",0,0,"8,5",0,"1,5",31,0,"1,8","84,2","65,2","27,5",0,"128,2",0,0,1,"34,2",100,"273,5",0,1,95,"21,15",0,1,0,0,0,0,1,0,0,"470,1",1,0,"24,1",0,1,"7,8",2361
Nemesnép,Kistelepülés,2022,"34,5","17,1","11,1",1414182,0,317,"34,99",100,0,"368,3",0,0,,0,50,0,0,0,0,"3,2",45,"128,2","1,7",,100,"57,3","1700,9","128,2",0,"18,8",1,"17,1",100,"341,9",0,1,95,"4,81",0,1,0,0,0,0,1,"44,8",0,"444,4",1,0,"-17,2",0,1,"8,7",1739
Barlahida,Kistelepülés,2022,"76,9",0,"18,1","2101492,3",0,"483,1","36,68","90,7",0,"478,9","413534,6",0,,0,"81,3",0,0,0,"79,07","2,4",25,0,"0,9",,100,"51,9",0,0,0,0,1,69,100,"258,6",0,1,100,"5,97",0,1,0,0,0,0,1,24,0,"724,1",1,0,"19,2",0,1,"9,3",1355
Bosta,Kistelepülés,2022,"-88,7",0,0,"1067784,1",0,"528,7","29,96",98,0,"9,2",0,0,,0,"56,8",0,0,0,0,"5,1",19,0,"4,6",100,7,"49,3",0,0,20,0,1,"25,9",100,"275,9","258,6",1,95,0,0,1,0,0,0,0,1,"6,5",0,"362,1",1,0,0,0,1,"6,1",2832
Kisfüzes,Kistelepülés,2022,17,0,20,1875358,0,"416,3","42,61","91,4",0,"245,6",0,0,,0,"55,4",0,0,0,0,1,88,0,"3,3","59,1","2,5",52,0,0,50,0,1,"8,7",100,"365,2",0,1,95,"14,29",0,1,0,0,0,0,1,0,0,"556,5",1,0,"-42,6",0,1,"8,5",1940
Ólmod,Kistelepülés,2022,"17,1",0,"15,7","1448282,2",0,"794,8","30,42",93,0,"286,2",0,0,,0,"55,4",0,0,0,"82,46","3,9",29,0,0,100,"3,5","35,8","1109,6",0,,0,1,0,100,"356,5",0,1,100,"14,79",0,1,0,0,0,0,1,0,0,"573,9",1,0,"-34,2",0,1,"9,2",1399
Vindornyafok,Kistelepülés,2022,"17,5",0,"13,9","961531,8",0,"498,1","5,57",100,0,"258,9",0,0,,0,"66,7",0,0,0,"95,59","2,7",42,0,"1,6",100,"19,1","39,1",0,0,0,0,1,"34,8",100,"130,4",0,1,100,"3,31",0,1,0,0,0,0,1,0,0,"530,4",1,0,"-17,5",0,1,"8,4",2012
Baranyaszentgyörgy,Kistelepülés,2022,"-68,7",0,"5,3","1137347,8",0,"1061,9","21,56",100,0,694,"32689,9",0,,0,50,0,0,"8,8",0,5,32,0,"13,5",100,"8,8","39,1",0,0,"26,7",0,1,"35,1",100,"245,6","350,9",1,95,"10,44",0,1,0,0,0,0,1,0,0,"429,8",1,0,"-8,6",0,1,"8,1",2173
Kistamási,Kistelepülés,2022,"-89,3","17,5",0,"1212425,9",0,"577,6",0,"97,7",0,"20,9",0,0,,0,"29,6",0,0,0,0,"1,8",52,"131,6","22,8",100,"5,7",58,0,0,"7,7",0,1,0,100,"70,2",0,1,95,0,0,1,0,0,0,0,1,0,0,"421,1",1,0,"26,8",0,1,"6,1",2838
Szentjakabfa,Kistelepülés,2022,"114,5","8,8","15,8","2158332,6",0,"518,4",0,"80,4",0,"491,5",0,0,,0,"44,3",0,0,0,0,"4,2",36,"131,6","4,8",100,"3,2","56,2","4460,5",0,0,14,1,0,100,"324,6","175,4",1,95,"19,55",0,1,0,0,0,0,1,"44,9",0,"517,5",1,0,"-17,6",0,1,"9,2",1396
Vid,Kistelepülés,2022,0,"52,6",0,"1148642,1",0,"434,4","6,91","95,2",0,"24,6",0,0,,"131,6","44,3",0,0,"8,8",0,"0,5",55,0,"4,6",100,"21,4","39,9",0,0,20,0,1,"35,1",100,114,0,1,95,"12,04","8,8",1,0,0,0,0,1,0,0,307,1,0,"18,5",0,1,"6,3",2809
Nemesborzova,Kistelepülés,2022,"165,9",0,0,"1273102,9",0,"382,5",0,"80,5",0,"287,4",0,0,,0,"68,7",0,0,0,0,"1,2",80,0,"4,7",100,"10,5","41,5",0,0,20,0,1,"106,2",100,"230,1",354,1,95,"2,86",0,1,0,0,0,0,1,0,0,"336,3",1,0,"9,8",0,1,"6,1",2835
Vekerd,Kistelepülés,2022,"55,6","8,8",0,"1066615,9",0,"1124,6",0,"72,3",0,"274,5","530973,4",0,113,0,"66,2",0,0,0,0,3,58,0,"5,8",100,"20,7","49,6",0,0,0,0,1,0,100,177,0,1,95,"3,14",0,1,0,0,0,0,1,"13,9",0,"477,9",1,0,"-64,8",0,1,"6,4",2794
Zalasárszeg,Kistelepülés,2022,"35,6","8,8","13,3",1440698,0,"193,8",0,"63,6",0,"29,1",0,0,,0,"44,9",0,0,0,0,"1,7",58,0,"2,8",,"48,3","47,2","1129,2","132,7",0,0,1,0,100,"265,5",0,1,95,"3,58",0,1,0,0,0,0,1,0,0,531,1,0,"-8,9",0,1,"7,3",2610
Drávakeresztúr,Kistelepülés,2022,"-27,4","8,9","5,4","969590,1",0,"569,8","7,51","70,4",0,"49,1",0,0,,0,"69,7",0,0,0,0,"0,9",63,"133,9","5,7",100,"3,1","36,3","1139,3",0,0,0,1,"80,4",100,"98,2",0,1,95,0,0,1,0,0,0,0,1,"4,6",0,"196,4",1,0,"9,1",0,1,"7,3",2614
Háromhuta,Kistelepülés,2022,0,0,"10,7","1897630,4",0,"1429,1",0,"82,8",0,"493,1",0,0,,"133,9","69,7",0,0,0,"82,8","1,6",66,0,"4,1",0,"4,8","55,1","17110,7","446,4",0,"7,1",1,"89,3",100,"241,1",0,1,100,"14,44",0,1,0,0,0,0,1,"36,3",0,"598,2",1,0,"-27,9",0,1,10,963
Tagyon,Kistelepülés,2022,"-95,2","8,9","14,3","1438569,8",0,"406,5","13,27",95,0,"397,2",0,0,,0,"64,7",0,0,0,0,"3,1",39,"133,9","1,2",,"18,7","56,6","1593,8","133,9",0,0,1,0,100,"276,8","89,3",1,95,"11,64",0,1,0,0,0,0,1,"17,3",0,"544,6",1,0,"-8,7",0,1,"8,4",1962
Várong,Kistelepülés,2022,"-19,7","17,9","8,9","1096077,3",0,"403,5","59,73","98,9",0,"465,1",0,0,,0,"45,5",0,0,0,0,"1,4",35,0,"7,3",100,"31,3","41,9","1139,3",0,0,0,1,0,100,"348,2",0,1,95,"11,07",0,1,0,0,0,0,1,0,0,"428,6",1,0,"-39,4",0,1,"8,1",2187
Füzérkajata,Kistelepülés,2022,"36,2",0,"5,4",1136607,0,"528,2","2,33","81,5",0,"210,5",0,0,,"135,1","58,6",0,0,0,"66,67","3,7",80,0,"14,6",,"10,5","52,5","1149,5",0,20,0,1,"81,1",100,"144,1",0,1,100,"21,15",0,1,0,0,0,0,1,"57,9",0,"261,3",1,0,"-45,3",0,1,"7,8",2399
Németbánya,Kistelepülés,2022,0,0,"27,9","1762793,7",0,"342,6","6,14",100,0,"117,2",0,"12,2",,0,"58,6",0,0,0,0,"19,1",40,0,0,,"4,7","50,4","1435,1",0,,9,1,0,100,"279,3",0,1,95,"18,12",0,1,0,0,0,0,1,"9,1",0,"468,5",1,0,0,0,1,"8,6",1858
Vázsnok,Kistelepülés,2022,"-8,4",0,"11,7","1265019,7",0,"299,8","7,5","89,2",0,"37,5",0,0,,0,"52,1",0,0,0,0,"1,7",38,0,"4,7",100,"11,4","44,4",0,0,0,0,1,9,100,"342,3","360,4",1,95,0,0,1,0,0,0,0,1,0,0,"432,4",1,0,"-16,8",0,1,"7,5",2517
Hernádbűd,Kistelepülés,2022,"-34,3","9,2","8,3","1442649,2",0,"528,9",0,94,0,"458,9","45867,7",0,,0,"32,9",0,0,0,"54,22","1,5",42,0,10,,"29,8","57,1",0,0,"9,1",0,1,0,100,"256,9",0,1,100,"17,05",0,1,0,0,0,0,1,"4,3",0,"513,8",1,0,"-17,2",0,1,"7,8",2362
Kiscsősz,Kistelepülés,2022,"-28,2","9,2","8,3","1297598,3",0,"1112,2","15,24",100,0,"785,4",0,0,,"137,6","81,7",0,0,0,0,"144,2",59,0,"5,1",100,"0,9","43,1","1170,6","137,6",0,"274,3",1,"27,5",100,"321,1",0,1,95,"7,83","18,3",1,0,0,0,0,1,"1186,9",0,"412,8",1,0,"9,4",0,1,"9,4",1251
Padár,Kistelepülés,2022,"-45,9",0,"5,5","1746386,3",0,"376,4",0,"76,6",0,"132,2",0,13,,0,"53,5",0,0,0,0,1,25,0,4,,"10,1","51,7","1170,6",0,25,0,1,0,100,"229,4",0,1,95,"3,25",0,1,0,0,0,0,1,0,0,"568,8",1,0,"-9,2",0,1,"7,2",2639
Cserhátszentiván,Kistelepülés,2022,"-9,7","9,3",13,"2377858,9",0,"1372,3",0,100,281,256,"277774,2",0,108,0,"66,2",0,0,"9,3",0,"0,5",81,"138,9","4,5",31,"6,9","50,8","1181,5",0,20,0,1,"74,1",100,"398,1",0,1,95,"4,73",0,1,0,0,0,0,1,0,0,"583,3",1,0,"-19,4",0,1,"12,1",337
Kallósd,Kistelepülés,2022,"27,4",0,"5,6","1052994,3",0,"225,6",0,"98,6",0,"140,4",0,0,,0,80,0,0,0,0,"3,4",39,0,0,100,"2,4","36,6",0,0,,0,1,37,100,"620,4",0,1,95,"4,14",0,1,0,0,0,0,1,0,0,"268,5",1,0,"-9,1",0,1,"6,9",2715
Fiad,Kistelepülés,2022,"56,8",0,0,"1033721,1",0,"1420,3","83,48",100,0,429,0,0,,"140,2","57,4",0,0,0,0,"7,5",42,0,"5,8",,"12,5","42,4",0,"140,2",0,0,1,"74,8",100,"261,7",0,1,95,"13,4",0,1,0,0,0,0,1,"22,7",0,"411,2",1,0,"-11,4",0,1,"7,3",2606
Mérges,Kistelepülés,2022,-80,0,"11,2","1875906,2",0,"659,8",0,100,0,179,0,0,,0,"42,7",0,0,0,"94,34","1,6",26,0,0,100,"13,3","48,6",0,0,,0,1,28,100,271,0,1,100,"38,81",0,1,0,0,0,0,1,0,0,"429,9",1,0,"-8,9",0,1,"8,7",1714
Szőlősardó,Kistelepülés,2022,"91,8",0,"6,5","2091016,9",0,"672,3","9,73","85,1",0,"37,9",0,0,,"140,2","62,1",0,0,"9,3","72,41","5,6",60,0,"2,9",100,"2,7","54,1","1192,5",0,0,0,1,"93,5",100,243,0,1,100,"23,17",0,1,0,0,0,0,1,0,0,"560,8",1,0,"10,2",0,1,"9,1",1497
Edve,Kistelepülés,2022,"9,8",0,0,"1819689,7",0,"463,9",0,"97,2",0,"636,2",0,0,,"141,5","68,3",0,0,0,"90,28","4,1",43,0,0,100,"11,2","50,8",0,0,,"9,4",1,0,100,"301,9",0,1,100,"19,44",0,1,0,0,0,0,1,"9,8",0,"547,2",1,0,"-9,8",0,1,"7,4",2569
Győröcske,Kistelepülés,2022,"-81,3",0,0,"1387435,7",0,"364,8","1,06","98,1",0,"514,9",0,0,,"141,5","34,2",0,0,0,"73,58","3,3",63,0,"2,4",100,50,"45,2",0,0,0,"14,2",1,"37,7",100,"735,8","471,7",1,100,"6,59",0,1,0,0,0,0,1,"12,2",0,"537,7",1,0,"-16,3",0,1,"7,4",2575
Hegymeg,Kistelepülés,2022,0,"9,4","8,5","1394708,2",0,"418,6","4,63","76,4",0,"35,2",0,0,,0,"65,6",0,0,0,"70,91","3,6",44,0,"7,5",100,"64,9","52,5",0,0,"14,3",0,1,"37,7",100,"292,5",0,1,100,"23,12","9,4",1,0,0,0,0,1,0,0,"509,4",1,0,"9,5",0,1,"8,1",2215
Szágy,Kistelepülés,2022,0,0,0,"1057416,4",0,"563,8","3,68","73,8",0,"15,9",0,0,,"141,5","35,9",0,0,0,0,4,40,0,"9,6",100,"4,4","47,9","1203,8",0,10,0,1,"75,5",100,"301,9","471,7",1,95,"10,63",0,1,0,0,0,0,1,0,0,"415,1",1,0,"-47,9",0,1,"6,4",2795
Szellő,Kistelepülés,2022,"-70,8","18,9","7,5","1018583,5",0,"296,6","14,32",100,0,"252,2","46919,9",0,,0,"65,6",0,0,0,0,"1,6",29,0,5,100,"4,1","41,5","1203,8",0,"16,7",0,1,"47,2",100,"669,8","94,3",1,95,"8,4",0,1,0,0,0,0,1,0,0,"405,7",1,0,"-44,3",0,1,"7,4",2558
Szentpéterfölde,Kistelepülés,2022,"-49,3",0,"8,5","1612270,4",0,795,"15,74",76,0,"460,8",0,0,,"141,5","45,2",0,0,"9,4",0,"6,1",40,0,4,100,"6,6","53,7","1203,8","141,5",0,"7,6",1,0,100,"396,2",0,1,95,"7,05",0,1,0,0,0,0,1,"22,7",0,"386,8",1,0,"-9,9",0,1,"9,1",1455
Szentborbás,Kistelepülés,2022,"10,4",19,"7,6",1063788,0,"488,6","11,54",100,0,"173,7","659999,2",0,,"142,9","64,1",0,0,0,0,"4,1",69,0,"5,9",100,31,"44,3",0,0,"16,7",0,1,"9,5",100,"161,9","190,5",1,95,0,0,1,0,0,0,0,1,0,0,"390,5",1,0,"-31,3",0,1,8,2234
Vállus,Kistelepülés,2022,-10,0,"14,3","1638900,3",0,685,"17,32","93,8",0,"348,9","32084,2",0,,0,"32,9",0,0,0,"92,19","3,5",57,0,"3,7",,"39,5","54,3","1215,2",0,25,0,1,0,100,0,0,1,100,"2,25",0,1,0,0,0,0,1,0,0,"695,2",1,0,0,0,1,"8,7",1725
Kisdér,Kistelepülés,2022,"72,5",0,0,"1335394,5",0,"730,7",0,"96,2",0,"445,9",0,0,,0,"48,6",0,0,0,0,"4,6",26,0,"0,9",100,"9,5",50,0,0,0,0,1,"76,9",100,"269,2",0,1,95,0,0,1,0,0,0,0,1,0,0,"403,9",1,0,0,0,1,"6,5",2786
Sárok,Kistelepülés,2022,"-47,2",0,"4,8","1297547,9",0,490,"5,65","94,9",0,"190,7",0,0,,"144,2","48,6",0,0,"9,6",0,"1,3",47,0,"8,4",100,"11,1","49,6",0,0,"12,5",0,1,"67,3",100,"826,9",0,1,95,0,0,1,0,0,0,0,1,0,0,"442,3",1,0,"-18,9",0,1,"7,7",2410
Vöröstó,Kistelepülés,2022,"-45,1","9,6","20,2","2218764,8",0,"382,7","5,95",100,0,"434,2","47365,4",0,,0,"42,5",0,0,0,"95,35",3,29,0,1,100,"16,5","59,5","1226,9","144,2",0,"23,1",1,"38,5",100,"259,6",0,1,100,"19,02",0,1,0,0,0,0,1,"30,6",0,"509,6",1,0,-9,0,1,"9,9",1011
Kemeneskápolna,Kistelepülés,2022,"-88,9","9,7","12,6","1217585,1",0,"215,1",0,"98,6",0,"31,5","47985,6",0,,0,"60,9",0,0,0,0,"1,1",42,"145,6","3,1",100,"5,2","49,1",0,0,0,0,1,0,100,"135,9",0,1,95,"7,85",0,1,0,0,0,0,1,"4,4",0,"524,3",1,0,"-35,6",0,1,"7,5",2533
Monoszló,Kistelepülés,2022,0,"9,7","19,4","2538237,9",0,"459,1","9,24",100,0,"297,5",0,"62,5",,"291,3","47,1",0,0,0,"35,94","3,9",45,0,"3,6",100,"9,9","58,7","1692,2","582,5",0,0,1,0,100,"679,6",0,1,100,"8,15",0,1,0,0,0,0,1,0,0,"815,5",1,0,"-9,9",0,1,"11,5",471
Zalaújlak,Kistelepülés,2022,"69,7",0,0,1647472,0,285,0,100,0,"357,8",0,0,,0,"56,1",0,0,0,"63,95","0,4",66,0,"6,3",100,"15,6","45,2","1238,8",0,0,0,1,0,100,"388,3",0,1,100,"6,06",0,1,0,0,0,0,1,"11,9",0,"388,4",1,0,10,0,1,"6,7",2744
Ormándlak,Kistelepülés,2022,"-28,9","9,8",0,"1486255,2",0,"905,3","265,86","53,2",0,"251,6",0,0,,0,"45,7",0,0,"9,8","53,23","1,1",16,0,"2,1",100,"31,9","51,3",0,0,0,0,1,"9,8",100,"225,5",98,1,100,"3,51",0,1,0,0,0,0,1,"14,4",0,500,1,0,"-19,2",0,1,"7,7",2455
Szorosad,Kistelepülés,2022,"41,5","9,8","6,9","1878525,8",0,"670,4","4,36",100,0,"4,4","1714894,3",0,,"147,1","47,8",0,0,0,0,"5,2",38,0,2,100,"85,7","57,9",0,0,50,"7,8",1,0,100,"284,3",0,1,95,"14,36",0,1,0,0,0,0,1,"8,3",0,"382,4",1,0,"-10,4",0,1,"8,7",1703
Tarrós,Kistelepülés,2022,"-18,3",0,"4,9","1241737,2",0,"377,1","0,87","84,6",0,"118,5",0,0,,0,"72,9",0,0,0,0,"5,3",39,0,"5,1",100,"13,3","44,6",0,0,0,0,1,0,100,"245,1",98,1,95,"11,44",0,1,0,0,0,0,1,"6,4",0,"362,8",1,0,"18,3",0,1,"7,2",2641
Ispánk,Kistelepülés,2022,"-28,9",0,"25,7",2159733,0,"944,1","11,38","95,5",0,"2396,4",0,0,,0,"60,3",0,0,0,"87,88",4,45,"148,5","3,1",,"16,6","48,7","5486,1","148,5","33,3","27,7",1,0,100,"544,6",396,1,100,"14,01",0,1,0,0,0,0,1,"68,3",0,"574,3",1,0,"-9,6",0,1,"10,9",623
Ivánbattyán,Kistelepülés,2022,"9,3",0,"5,9","1185857,7",0,"361,7","18,68","98,4",0,"172,9",0,0,,"148,5","50,8",0,0,"9,9","82,26","2,6",32,0,"6,9",100,"6,1","39,8","1263,4",0,"14,3",0,1,"89,1",100,"287,1",0,1,100,0,0,1,0,0,0,0,1,"19,5",0,"415,8",1,0,"-9,3",0,1,"8,5",1918
Tófű,Kistelepülés,2022,"-134,6",0,4,"1129139,5",0,"373,7",0,"98,3",0,"82,1",0,0,,"148,5","90,6",0,0,0,0,"2,7",44,0,0,100,"12,8","36,7",0,"148,5",,0,1,0,100,"346,5",0,1,95,"10,53",0,1,0,0,0,0,1,0,0,"475,3",1,0,0,0,1,"7,4",2544
Vöckönd,Kistelepülés,2022,"65,1","9,9","8,9","1893254,5",0,"284,9",0,"84,4",0,"71,7",0,0,,0,"68,3",0,0,"9,9","73,33","0,9",20,0,"1,3",,"15,1","52,5",0,0,0,0,1,0,100,"257,4",0,1,100,"4,51",0,1,0,0,0,0,1,0,0,"346,5",1,0,"-9,3",0,1,"7,6",2463
Zsennye,Kistelepülés,2022,0,0,"10,9","1729533,2",0,"299,5","34,8",100,0,"252,9","29534,5",0,,"148,5","80,4",0,0,0,100,"16,4",30,0,"5,6",100,"1,2","45,3",0,"148,5",0,0,1,0,100,"415,8",0,1,100,"7,95",0,1,0,0,0,0,1,"10,6",0,"445,5",1,0,0,0,1,"9,2",1373
Keléd,Kistelepülés,2022,"-139,5",20,3,"1530336,2",0,1496,"3,51","86,8",0,"205,9",0,0,,150,"47,1",0,0,10,0,"2,9",50,0,"9,3",100,"1,4","53,9",0,0,0,7,1,70,100,200,0,1,95,"10,06",0,1,0,0,0,0,1,"6,5",0,290,1,0,"-9,3",0,1,"7,9",2329
Szuhafő,Kistelepülés,2022,"-99,1",30,11,1727631,0,"845,1","38,48","80,3",0,"656,1",0,0,,150,"47,1",0,0,10,"70,37","3,1",61,150,"5,6",100,"14,1","62,9",457,150,0,0,1,110,100,450,0,1,100,"23,06",0,1,0,0,0,0,1,0,0,500,1,0,-9,0,1,"10,9",630
Vindornyalak,Kistelepülés,2022,"22,5",0,16,"1501291,8",0,"319,2","17,89","96,2",0,"36,8",0,0,,0,"69,5",0,0,10,"73,58","4,8",52,0,4,100,"8,9","35,6",1276,0,0,0,1,0,100,170,0,1,100,"0,91",0,1,0,0,0,0,1,"6,7",0,310,1,0,0,0,1,"8,6",1847
Babarcszőlős,Kistelepülés,2022,"-43,7","10,1","6,1","1207528,3",0,"608,1","23,9","71,7",0,"167,7",0,0,,0,"39,4",0,0,0,0,"1,1",28,0,"11,1","41,2","5,1","51,3","1288,9",0,20,0,1,0,100,404,0,1,95,0,0,1,0,0,0,0,1,"10,9",0,"434,3",1,0,"-21,9",0,1,"7,4",2548
Szászfa,Kistelepülés,2022,"-20,8",0,3,"943231,2",0,"560,3","33,66","57,3",0,"253,9",0,0,,0,50,0,0,0,0,0,59,0,12,100,9,"46,9",0,0,"18,2",0,1,"90,9",100,"141,4",0,1,95,"16,15",0,1,0,0,0,0,1,0,0,"242,4",1,0,"-20,8",0,1,"6,9",2712
Drávapiski,Kistelepülés,2022,"79,5","30,6","4,1","647607,6",0,"563,9",0,"78,6",0,"6,6",0,0,,0,38,0,0,0,0,"1,2",44,0,11,,"1,2","43,8",0,0,0,0,1,"40,8",100,"153,1",0,1,95,0,0,1,0,0,0,0,1,0,0,"244,9",1,0,"-11,4",0,1,"6,2",2821
Fenyőfő,Kistelepülés,2022,"10,6",0,0,"1764538,3",0,"668,2","12,71","76,7",0,"613,4",0,"11,1",,0,"48,5",0,0,0,"62,22","4,1",50,0,"3,4",100,"28,6",48,"2489,8","153,1",0,0,1,0,100,"255,1",0,1,100,"32,62",0,1,0,0,0,0,1,37,0,"387,8",1,0,"-21,2",0,1,"8,2",2102
Daraboshegy,Kistelepülés,2022,87,0,0,"1915441,6",0,"399,3",0,100,0,"261,4",0,0,,0,"56,5",0,0,0,0,"0,9",28,0,"2,3","29,4","88,9","55,5",0,0,0,0,1,"41,2",100,"195,9",0,1,95,"7,69",0,1,0,0,0,0,1,0,0,567,1,0,0,0,1,"6,5",2784
Kisjakabfalva,Kistelepülés,2022,-23,0,"6,3","1350586,1",0,"377,3","37,64",100,0,"12,3",0,0,,0,"62,7",0,0,0,90,"4,2",36,0,"7,6",100,"9,5","38,4","1329,2","312,5","12,5",0,1,"83,3",100,"364,6",0,1,100,0,0,1,0,0,0,0,1,0,0,"395,8",1,0,-46,0,1,"8,5",1897
Pányok,Kistelepülés,2022,0,"10,4","9,4","876652,6",0,"510,8","1,07","90,9",0,"237,8",0,0,,0,"39,1",0,0,0,"66,23","0,1",61,0,"3,3",,50,"26,2","1329,2",0,0,0,1,"20,8",100,"291,7",0,1,100,"10,79",0,1,0,0,0,0,1,"15,3",0,"281,3",1,0,"-30,6",0,1,"7,6",2484
Besence,Kistelepülés,2022,"21,5","10,5",0,"1038538,9",0,"686,9","10,51",100,0,"187,4",0,0,,"157,9","46,2",0,0,0,0,0,43,"157,9","10,9",100,"1,2","56,5",0,"157,9",10,0,1,"42,1",100,"1031,6",0,1,95,0,0,1,0,0,0,0,1,0,0,"273,7",1,0,"-21,5",0,1,"7,1",2676
Döbröce,Kistelepülés,2022,0,"10,5","9,5","1377918,7",0,"807,7","2,4","80,4",0,"736,6",0,0,,0,"72,7",0,0,0,0,"4,9",49,0,6,100,24,"55,6","1343,2",0,25,0,1,0,100,"410,5",0,1,95,"3,23",0,1,0,0,0,0,1,0,0,"452,6",1,0,0,0,1,"8,3",2082
Kisbudmér,Kistelepülés,2022,"-100,6",0,"4,2",763137,0,"472,4","19,33",100,0,"239,8",0,0,,0,"48,4",0,0,0,0,"3,4",33,0,"12,5",100,"12,5","42,2",0,0,"18,2",0,1,"10,5",100,600,"105,3",1,95,0,0,1,0,0,0,0,1,0,0,"410,5",1,0,"22,4",0,1,"7,1",2679
Óbánya,Kistelepülés,2022,"-122,9",0,20,"1495080,2",0,584,"25,14",100,0,"890,1",0,0,,0,"53,2",0,0,0,100,"32,6",33,0,"2,5",100,"44,4","43,1","7296,8","526,3",0,"21,1",1,"73,7",100,"557,9",0,1,100,"8,33",0,1,0,0,0,0,1,"46,9",0,"673,7",1,0,"11,2",0,1,"10,9",618
Pécsbagota,Kistelepülés,2022,"-20,7",0,0,1326787,0,"255,1","5,85","79,6",0,"39,3",0,0,,"157,9","37,7",0,0,"10,5",0,2,27,0,"6,8",100,"15,6","46,1",0,0,0,0,1,0,100,"273,7",0,1,95,0,0,1,0,0,0,0,1,0,0,"494,7",1,0,0,0,1,"6,2",2824
Szentkatalin,Kistelepülés,2022,"33,3",0,"4,2","338282,4",0,568,"5,61",100,0,"34,9",0,0,,0,"30,1",0,0,"10,5",0,"1,5",32,0,"6,9",100,"8,1",17,0,"157,9",0,0,1,0,100,"357,9",0,1,95,0,0,1,0,0,0,0,1,"16,7",0,600,1,0,"-11,1",0,1,"6,6",2755
Varga,Kistelepülés,2022,"33,7",0,0,"869672,2",0,"574,3","2,37",98,0,496,0,0,,0,"35,7",0,0,0,0,"2,4",38,0,"9,5",100,"9,4","46,4",0,0,0,0,1,"10,5",100,"168,4","210,5",1,95,0,0,1,0,0,0,0,1,9,0,"221,1",1,0,0,0,1,"6,1",2828
